34,0.0
65,0.0
97,0.0
129,0.0
226,1.0
257,0.0
290,0.0
320,0.0
352,0.0
384,0.0
541,2.0
576,0.0
606,0.0
635,0.0
668,0.0
698,0.0
734,0.0
765,0.0
799,0.0
830,0.0
929,1.0
998,1.0
1030,0.0
1064,0.0
1094,0.0
1125,0.0
1156,0.0
1186,0.0
1216,0.0
1247,0.0
1282,0.0
1315,0.0
1347,0.0
1376,0.0
1405,0.0
1440,0.0
1473,0.0
1507,0.0
1537,0.0
1567,0.0
1598,0.0
1629,0.0
1661,0.0
1692,0.0
1725,0.0
1756,0.0
1788,0.0
1820,0.0
1852,0.0
1884,0.0
1917,0.0
1949,0.0
1982,0.0
2014,0.0
2046,0.0
2079,0.0
2112,0.0
2143,0.0
2175,0.0
2205,0.0
2235,0.0
2269,0.0
163,2.0
194,0.0
226,0.0
258,0.0
289,0.0
322,0.0
353,0.0
33,0.0
63,0.0
92,0.0
124,0.0
156,0.0
186,0.0
215,0.0
248,0.0
280,0.0
310,0.0
341,0.0
